,0
new_cases_smoothed,5
new_deaths_smoothed,5
new_cases_smoothed_per_million,5
new_deaths_smoothed_per_million,5
reproduction_rate,696
icu_patients,1674
icu_patients_per_million,1674
hosp_patients,1674
hosp_patients_per_million,1674
weekly_icu_admissions,1674
weekly_icu_admissions_per_million,1674
weekly_hosp_admissions,1674
weekly_hosp_admissions_per_million,1674
total_tests,907
new_tests,940
total_tests_per_thousand,907
new_tests_per_thousand,940
new_tests_smoothed,840
new_tests_smoothed_per_thousand,840
positive_rate,840
tests_per_case,847
tests_units,833
total_vaccinations,1620
people_vaccinated,1614
people_fully_vaccinated,1629
total_boosters,1648
new_vaccinations,1674
new_vaccinations_smoothed,689
total_vaccinations_per_hundred,1620
people_vaccinated_per_hundred,1614
people_fully_vaccinated_per_hundred,1629
total_boosters_per_hundred,1648
new_vaccinations_smoothed_per_million,689
new_people_vaccinated_smoothed,689
new_people_vaccinated_smoothed_per_hundred,689
stringency_index,582
excess_mortality_cumulative_absolute,1674
excess_mortality_cumulative,1674
excess_mortality,1674
excess_mortality_cumulative_per_million,1674
