,0
new_cases_smoothed,5
new_deaths_smoothed,5
new_cases_smoothed_per_million,5
new_deaths_smoothed_per_million,5
reproduction_rate,660
icu_patients,856
icu_patients_per_million,856
hosp_patients,857
hosp_patients_per_million,857
weekly_icu_admissions,1565
weekly_icu_admissions_per_million,1565
weekly_hosp_admissions,1520
weekly_hosp_admissions_per_million,1520
total_tests,926
new_tests,927
total_tests_per_thousand,926
new_tests_per_thousand,927
new_tests_smoothed,933
new_tests_smoothed_per_thousand,933
positive_rate,933
tests_per_case,933
tests_units,926
total_vaccinations,1493
people_vaccinated,1512
people_fully_vaccinated,1503
total_boosters,1601
new_vaccinations,1603
new_vaccinations_smoothed,897
total_vaccinations_per_hundred,1493
people_vaccinated_per_hundred,1512
people_fully_vaccinated_per_hundred,1503
total_boosters_per_hundred,1601
new_vaccinations_smoothed_per_million,897
new_people_vaccinated_smoothed,897
new_people_vaccinated_smoothed_per_hundred,897
stringency_index,582
extreme_poverty,1674
handwashing_facilities,1674
excess_mortality_cumulative_absolute,1465
excess_mortality_cumulative,1465
excess_mortality,1465
excess_mortality_cumulative_per_million,1465
