,0
new_cases_smoothed,5
new_deaths_smoothed,5
new_cases_smoothed_per_million,5
new_deaths_smoothed_per_million,5
reproduction_rate,647
icu_patients,866
icu_patients_per_million,866
hosp_patients,866
hosp_patients_per_million,866
weekly_icu_admissions,1674
weekly_icu_admissions_per_million,1674
weekly_hosp_admissions,1674
weekly_hosp_admissions_per_million,1674
total_tests,829
new_tests,829
total_tests_per_thousand,829
new_tests_per_thousand,829
new_tests_smoothed,836
new_tests_smoothed_per_thousand,836
positive_rate,835
tests_per_case,835
tests_units,829
total_vaccinations,1491
people_vaccinated,1564
people_fully_vaccinated,1540
total_boosters,1523
new_vaccinations,1630
new_vaccinations_smoothed,573
total_vaccinations_per_hundred,1491
people_vaccinated_per_hundred,1564
people_fully_vaccinated_per_hundred,1540
total_boosters_per_hundred,1523
new_vaccinations_smoothed_per_million,573
new_people_vaccinated_smoothed,573
new_people_vaccinated_smoothed_per_hundred,573
stringency_index,582
extreme_poverty,1674
handwashing_facilities,1674
excess_mortality_cumulative_absolute,1465
excess_mortality_cumulative,1465
excess_mortality,1465
excess_mortality_cumulative_per_million,1465
